,Unnamed: 0,place_name,description,province,etymology
235,235,Christie,"Christie: township in Parry Sound district, Ontario,
    erected in 1869. It took its name from Robert Christie, Inspector of
    Asylums for the Province. His father, Rev. Robert
    Christie, was a missionary to Canada from the old Secession
    Church, Scotland.",Ontario,Scottish
236,236,Churchill,"Churchill: river in Saskatchewan and Manitoba, emptying
    into Hudson Bay; a lake at the head of the river,
    and a trading post at the mouth of the river. The port
    of Churchill possesses a fine natural harbour and has
    become the northern terminus of the Hudson Bay Railway. The river, lake and post were named in honour of
    John Churchill (1650-1722), first Duke of Marlborough,
    Governor of the Hudson’s Bay Company, 1685-’91. This river has been known as “English”, “Beaver” and
    “Missinipi”. [66] English because the English traders ascended it to
    trade with the Indians; Beaver, from the numerous
    beaver on it at one time; Missinipi, the Indian name
    meaning “great water”.",Saskatchewan,English
237,237,Churchville,"Churchville: pleasant village on Credit River, Peel
    county, Ontario. It was so called from one of the first settlers, Mr.
    Orange Church.",Ontario,English
238,238,Clancy,"Clancy: township in Nipissing district, Ontario,
    formed in 1891. It took its name from Patrick Clancy who was an
    effective member of the Legislature from 1883 to 1894.
    At a later date Mr. Clancy represented Bothwell Riding
    in the House of Commons.",Ontario,Irish
239,239,Clara,"Clara: township in Renfrew county, Ontario, erected
    in 1863. The origin of the name is unknown. All enquiries
    among old residents and elsewhere have proved futile. It
    may have been named in honour of a local lady to whom
    the surveyor was indebted for kindnesses. Tennyson’s
    Clara has been suggested. Atmospheric conditions may
    have appealed to the surveying party—aura clara—clear
    air.",Ontario,Unknown
240,240,Clarence,"Clarence: township in Russell county, Ontario. It was
    erected in 1798. It took its name from Prince William Henry, Duke of
    Clarence, afterward King William IV. This king reigned
    from 1830 to 1837. He was a son of George III. He
    joined the navy in his youth and most of his life was
    spent on the sea. He was a great favourite with his
    people. The sailor King “walked in London streets with
    his umbrella under his arm and frankly shook hands with
    old acquaintances.” [67]",Ontario,English
241,241,Clarendon,"Clarendon: township in Frontenac county, Ontario,
    formed in 1822. It was named in honour of George William Frederick
    Villiers, fourth Earl of Clarendon, 1800-’70. He was a
    distinguished parliamentarian, having been three times
    Secretary of State for Foreign Affairs. The title of the family was derived from Clarendon
    Park near Salisbury. Here Henry II., in 1164, called
    together the Peers and Prelates of the Realm in council.
    They enacted the “Constitution of Clarendon”, which
    made the clergy subject to the civil courts. The opposition
    of Thomas à Becket led to his murder in Canterbury
    Cathedral.",Ontario,English
242,242,Clarke,"Clarke: township in Durham county, Ontario, organized
    in 1792. It was named after Major-General Alured Clarke,
    Lieut.-Governor of Lower Canada at this period. The
    name was, doubtless, suggested by his friend Simcoe who
    was then Lieut.-Governor of Upper Canada. Clarke
    achieved distinction both as an administrator and a soldier.
    He held the rank of field-marshal in the army when
    he died in 1832.",Ontario,English
243,243,Clinton,"Clinton: township in Lincoln county, Ontario, formed
    in 1792. The name was derived from Glimpton in Oxford, England.
    This manor was conferred by William the Conqueror
    on one of his followers. Several members of the
    Clinton family rose to high rank in the army. This township
    was probably named after Sir Henry Clinton. He
    was commander, for several years, of the British forces in
    the war of independence with the United States of
    America. History awarded him both high praise and
    bitter criticism for his part therein. [68] Clinton is also the name of a town in Huron county,
    Ontario. Tradition says the name was suggested by Mr.
    William Rattenbury, one of the earliest settlers, who
    came about 1880 from the estate of the Earl of Clinton in
    Devonshire, England, in honour of this nobleman.",Ontario,English
244,244,Coaticook,"Coaticook: branch of the St. Francis River, Quebec. It is derived from two Abenakis Indian words, koa,
    pine, and tegw, a river, that is “the pine river”. When it
    received its name the banks were studded with stately
    pine trees. Coaticook is also the name of a town on the
    banks of the river in Stanstead county.",Quebec,Indigenous
245,245,Cobalt,"Cobalt: town in Temiskaming district, Ontario. It took its name from the metal, cobalt, found in
    abundance in this locality in conjunction with other valuable
    metals.",Ontario,English
246,246,Cobequid,"Cobequid: bay, far eastern end of Fundy, Nova Scotia. The word is Micmac Indian meaning “the end of the
    rushing waters”.",Nova Scotia,Indigenous
247,247,Coboconk,"Coboconk: village in Victoria county, Ontario. The word is a corruption of the Indian term kakapikang,
    meaning “high fall”, according to Dr. G. M.
    Grant. Others translate it by “swift water”, which
    obtained there before the mill-dam was erected for industrial
    purposes. There is a fall, too, on the stream.",Ontario,Indigenous
248,248,Cobourg,"Cobourg: town beautifully situated on “old Ontario’s
    strand” in Northumberland county, Ontario. Its village
    name was Amherst in honour of General Jeffrey Amherst,
    Commander-in-Chief at the taking of Louisburg in 1758. The name of Amherst gave way to Cobourg on the
    announcement that Queen Victoria was to marry the
    Prince of Coburg-Gotha. The spelling of the town’s name
    has been enlarged since then to Cobourg. [69] For many years Cobourg was a University town.
    Upper Canada Academy was founded here in 1832. In
    1841 it was erected into the University of Victoria College
    by an Act of Incorporation obtained from the Legislature
    of United Canada. In 1892 Victoria federated with
    the Provincial University and removed to Toronto.",Ontario,Other European
249,249,Cocagne,"Cocagne: harbour, river, island, and town, Kent
    county, N.B. The word is of French origin. It means “plenty,
    abundance of life’s necessities”.",Unknown,French
250,250,Cochrane,"Cochrane: town in Temiskaming district, Ontario, incorporated
    in 1909. It is the northern terminus of the
    Temiskaming and Northern Ontario Railway, the point
    where this railway connects with Canadian National Railways.
    The T. and N.O. was completed to Cochrane in November,
    1908, at which time the town-site was laid out
    and the first sale of lots took place. The town is named after the late Hon. Francis Cochrane
    who was at that time (1908) Minister of Lands,
    Forests and Mines in the Ontario Government. On the
    defeat of the Laurier Administration in 1911 Mr. Cochrane
    accepted office in the Borden Cabinet as Minister of
    Railways and Canals. He was a man of character, industry
    and ability.",Ontario,Scottish
251,251,Cockburn Island,"Cockburn Island: township in Manitoulin district, constituted
    in 1821. It was named in honour of Lieut.-Col. Francis Cockburn,
    Quartermaster-General to the British Forces here
    at this period. He rendered valuable military services to
    Canada. Col. Cockburn accompanied Governor-General
    Dalhousie in 1821 upon a tour of inspection by water from
    Montreal through the St. Lawrence River and Great
    Lakes to Sault Ste. Marie, thence by French River, Lake[70] Nipissing and the Ottawa River to Montreal. He made a
    full and informing report on these water-ways and submitted
    a plan for their defence.",Unknown,English
252,252,Colborne,"Colborne: township in Huron county, Ontario, erected
    in 1830. It took its name from Sir John Colborne, Lord Seaton,
    1778-1863. He achieved distinction both as a soldier and
    an administrator. He was Lieut.-Governor of Upper Canada.
    Sir John Colborne took a deep interest in education.
    He was the founder of Upper Canada College in Toronto.
    There is a village of Colborne, also named in his honour,
    in Northumberland county, Ontario. His name is commemorated,
    too, in Port Colborne, Welland county,
    Ontario.",Ontario,English
253,253,Colchester,"Colchester: township in Essex county, Ontario, formed
    in 1792. It took its name from the city of Colchester, in Essex
    county, England. It was a famous fighting ground for
    Romans and Britons, for Saxons and Danes, for Cavaliers
    and Roundheads. The word Colchester is clearly of
    Roman origin, derived from Colne, the name of the river
    on which the city is situated, and castra, a camp. This
    name is also embalmed in Colchester county, Nova Scotia.",Ontario,English
254,254,Coldwater,"Coldwater: village in Simcoe county, Ontario. In 1830 the Government established a Post Office here
    for the convenience of the military department engaged
    on the trail from Barrie to Gloucester Bay. At first the
    name was Colewater in honour of Sir John Colborne,
    Governor-General of Canada, 1829-’36. The present name,
    taken from the river which flows through the village
    known to the Indians as Gis-si-nan-se-bing, meaning “cold
    river or water”, soon displaced the former in the minds of
    the settlers. [71]",Ontario,English
255,255,Coleraine,"Coleraine: post village in Peel county, Ontario, and
    also post village in Megantic county, Quebec. Both are
    named after Coleraine, county of Londonderry, North
    Ireland. There is an interesting story about the origin of Coleraine
    told in the Tripartite Life of St. Patrick. Madslua,
    an Irish chieftain, entertained St. Patrick on one of his
    travels through northern Ireland and offered him a piece
    of land on the Bann River in Londonderry on which to
    build a church. When the saint and the chief went to
    look it over, some boys were amusing themselves by setting
    fire to the ferns (dead) with which the land was
    covered. From this incident arose the name, cuil, “a
    corner or angle”, and rathain, “ferns”, that is cuil-rathain,
    “a corner of ferns”, altered during the succeeding
    centuries to Coleraine.",Ontario,Irish
256,256,Collingwood,"Collingwood: township in Grey county, Ontario,
    erected in 1840. It was named in honour of Lord Collingwood, 1750-1810.
    He took to the sea at the age of eleven with his
    uncle, Admiral Braithwaite, at one time Commander of
    the frigate Shannon. Collingwood distinguished himself
    at the victory of Cape St. Vincent. He was second in command
    at the memorable battle of Trafalgar in 1805 and
    at the death of Nelson, Collingwood took command of the
    fleet. The town of Collingwood also bears this sailor’s
    honoured name.",Ontario,English
257,257,Colpoy's Bay,"Colpoy’s Bay: arm of Georgian Bay, Ontario. This bay was named in honour of Sir John Colpoy, an
    admiral in the British Navy. The name was bestowed
    by Captain Bayfield during his survey of Lake Huron and
    Georgian Bay. Prior to this the bay was called Sturgeon
    Bay and is so named on a map now in the Department of[72] Archives, Ottawa, prepared in 1792 for Lieut.-Governor
    Simcoe. See History of the County of Bruce.",Ontario,English
258,258,Conger,"Conger: township in Parry Sound district, Ontario,
    surveyed in 1880. It was named in honour of Mr. P. D. Conger, formerly
    of Prince Edward county, 1830-’85. He was a citizen of
    Toronto for some years before his death. The Conger
    family were U.E. Loyalists. They settled in Prince
    Edward in 1797. Stephen Conger gave the ground and
    material for the Methodist Church near Picton, constructed
    in 1809.",Ontario,English
259,259,Consecon,"Consecon: charming lake and picturesque village in
    Prince Edward county, Ontario. The name is Mississauga Indian, meaning “pickerel”,
    a fish abounding in this lake. The word pickerel is a
    diminutive of pike.",Ontario,Indigenous
260,260,Copper Cliff,"Copper Cliff: town in Sudbury district, Ontario. It is in the heart of a great copper producing region,
    hence the origin of the appropriate name. The International Nickel Company of Canada have
    smelters in Copper Cliff. They cover many acres of
    ground. The crude ore is a combination of nickel, copper,
    sulphur, and iron. After being crushed the ore is roasted,
    which drives out in smoke about twenty per cent. of the
    sulphur. The workmen use rubber nose caps to protect
    their lungs from the fumes. The country about the town
    is like a desert. Before the smelters were established it
    was a green forest. The change is due to the sulphur that
    comes from the ore and which kills all vegetation.",Ontario,English
261,261,Coppermine,"Coppermine: river in Mackenzie district, flowing into
    the Arctic Ocean. [73] It was named in 1771 by the famous Arctic traveller
    and explorer Samuel Hearne, 1745-’92, after the rich
    copper mines reported on its banks.",Unknown,English
262,262,Cornwall,"Cornwall: township (1797) and a town in Stormont
    county, Ontario. They take their name from Cornwall county, England.
    The title Duke of Cornwall has been borne by the eldest
    son of the reigning sovereign since the time of the
    renowned Black Prince whose tomb is in Canterbury
    Cathedral. This name was selected, no doubt, in honour
    of the Prince of Wales of the period, afterwards King
    George IV.",Ontario,English
263,263,Couchiching,"Couchiching: lake in Ontario. It forms the connection
    between Lake Simcoe and the Severn River by which
    these lakes discharge into Georgian Bay. The word is of Indian origin and the generally
    accepted meaning is “outlet”. It is to be noted, however,
    that Couchiching and Chinguacousy seem to be the same
    word with the syllables reversed. Chinguacousy, according
    to most authorities, means “a pinery”.",Ontario,Indigenous
264,264,Courtenay,"Courtenay: city in B.C., on Comox harbour, Vancouver
    Island. It was named after the river on the banks of which it
    is situated. The river took its name from Captain Courtenay,
    H.M.S. Constance, on the Pacific Station, 1846-’49.",Unknown,English
265,265,Cowichan,"Cowichan: bay, river, head, village, Vancouver island,
    B.C. This word is the name of a tribe of Indians who dwelt
    in this vicinity in large numbers in early days. In the
    language of the Cowichan tribe it means “between
    streams”.",Unknown,Indigenous
266,266,Cramahe,"Cramahe: township in Northumberland county,
    Ontario, surveyed in 1792. [74] It was named after Hector Theophilus Cramahe, a
    Swiss Protestant, secretary to General Murray who became
    commander-in-chief of the British forces at Quebec
    on the death of Wolfe, Plains of Abraham, September 13,
    1759. Cramahe administered the government with ability
    and discernment during Sir Guy Carleton’s absence from
    Canada, 1770-’74.",Ontario,Other European
267,267,Cranbrook,"Cranbrook: city in southern B.C. It was named in 1885 by Colonel James Baker, Minister
    of Mines and Education for the province, after his
    old home town, Cranbrook, Kent county, England.",Unknown,English
268,268,Credit,"Credit: river in Peel county, Ontario, emptying into
    Lake Ontario. It was so called because in former times the fur-traders
    met the Indians on its banks and delivered to them
    on credit the goods they required for the chase and for
    which, in the following year, the traders received the
    value in good measure. Its picturesque scenery is
    embalmed in literature in Mrs. Jameson’s Sketches in
    Canada of 1837.",Ontario,English
269,269,Creemore,"Creemore: village in Simcoe county, Ontario. When a cluster of homes began to grow here one of the
    residents asked Senator J. R. Gowan, “Simcoe’s grand old
    man”, to suggest a name. He coined the word from the
    Gaelic cree mohr, meaning “big heart”. It pleased the
    kindly Scottish settlers and was readily accepted. The
    post office was opened in 1854 but the village was founded
    some years before.",Ontario,Scottish
270,270,Croft,"Croft: township in Parry Sound district, Ontario,
    organized in 1871. It was named in honour of Professor Henry Holmes
    Croft, D.C.L. He was born in London, England, in 1820.
    Having shown superior ability for chemistry in his uni[75]versity
    course, Mr. Croft received in 1842 an appointment
    to the Chair of Chemistry in King’s College now the University
    of Toronto, Toronto. Professor Croft achieved
    distinction in his special department of education. He
    contributed largely to agricultural chemistry in Canada.
    Professor Croft retired in 1879.",Ontario,English
271,271,Crosby,"Crosby: township in Leeds county, Ontario, erected
    in 1798. The origin of its name is somewhat uncertain. There
    are several villages by the name of Crosby in England
    after any one of which it may have been named. On the
    other hand it is probable the township was named after
    Mr. Brass Crosby, Lord Mayor of London in 1771 and for
    some time M.P. for Honiton, Devonshire, England.
    Lieut.-Governor Simcoe may have suggested his friend’s
    name.",Ontario,English
272,272,Crowland,"Crowland: township in Welland county, Ontario,
    formed in 1788. It took its name from a town of ancient date in Lincolnshire,
    England. The spelling of the word on most
    maps of England is Croyland. There is a great curiosity
    here in the triangular bridge under which pass the waters
    of Welland, Nene and Catwater streams. It was erected
    in 941.",Ontario,English
273,273,Crow's Nest,"Crow’s Nest: mountain pass, river, lake and village in
    southern Alberta. The origin of the name is somewhat uncertain. Some
    maintain that it is a translation of an Indian word meaning
    “the nesting place of the crows”, applied at first to the
    timbered, rocky top of a prominent hill near the entrance
    to Crow’s Nest Pass. Other authorities state the name commemorates a
    great slaughter of Crow Indians from the United States[76] by the Blackfeet Bloods and Piegans. The scene of the
    battle was hard by what is now known as Crow’s Nest
    Mountain.",Alberta,Indigenous
274,274,Culross,"Culross: township in Bruce county, Ontario, organized
    in 1850. It was named after the town of Culross, Firth of
    Forth, Fifeshire, Scotland. This burgh was celebrated
    for its girdles (iron bread plates), salt-pans and coal
    mines.",Ontario,Scottish
275,275,Cumberland,"Cumberland: county in Nova Scotia. It took its name from Cumberland, north of England
    mining county. Cumberland district in B.C. was so
    named by James Dunsmuir in 1891, owing to the discovery
    of an extensive mineral region there. Cumberland township in Russell county, Ontario,
    erected in 1798, was named in honour of Prince Ernest
    Augustus, Duke of Cumberland, fifth son of King George
    III. [77]",Nova Scotia,English
276,276,Dalhousie,"Dalhousie: township in Lanark county, Ontario,
    formed in 1823, a town on Chaleur Bay, N.B., and a village
    in Soulanges district, Quebec. They were named in honour of George Ramsay, 9th
    Earl of Dalhousie, Lieut.-Governor of Nova Scotia, 1816-’20,
    Governor-General of Canada, 1820-’28. He was the
    founder of Dalhousie College, Halifax, during his term as
    Lieut.-Governor of Nova Scotia. As Governor-General
    of Canada he had to contend with great difficulties and
    much opposition. For the most part, however, the people
    appreciated his outstanding ability and irreproachable
    character. Dalhousie was a distinguished soldier, and
    when he left Canada he was appointed Commander-in-Chief
    of the forces in India.",Ontario,Scottish
277,277,Dalrymple,"Dalrymple: lake in Victoria and Ontario counties, province
    of Ontario. It was named after Dalrymple post office and the post
    was named after Dalrymple in Ayrshire, Scotland.",Ontario,Scottish
278,278,Dalton,"Dalton: township in Victoria county, Ontario organized
    in 1866. It was named in honour of Dr. John Dalton, 1766-1844,
    the famous English chemist. His favourite studies
    were mathematics and the physical sciences. Dalton
    became a teacher at Manchester and while there
    announced the atomic theory in chemistry.",Ontario,English
279,279,Dandurand,"Dandurand: canton or township in the counties of
    Saint Maurice and Champlain, Quebec. It was named in honour of the Hon. M. Raoul Dandurand,
    member of the Canadian Senate.",Quebec,French
280,280,Danforth,"Danforth: district in the north-eastern part of the
    city of Toronto and of a station there of the Canadian
    National Railway. [78] Both take their name from Danforth Avenue which
    the district adjoins. The name of the avenue commemorates
    Mr. Asa Danforth who had the contract from the
    Upper Canada government to construct a road from
    York to the Bay of Quinte, 1799-1800. The Danforth
    road was part of the great military highway initiated by
    Simcoe, from Sandwich to Montreal. See Dundas.",Unknown,English
281,281,Darling,"Darling: township in Lanark county, Ontario, surveyed
    in 1823. It was probably named after Col. H. C. Darling, military
    secretary to Lord Dalhousie, Governor-General of
    Canada, 1820-’28. In 1822 this Colonel Darling made a
    report to the Government on the military settlements in
    Lanark.",Ontario,English
282,282,Darlington,"Darlington: village and also township, erected in 1792,
    in Durham county, Ontario. They were named after Darlington in Durham county,
    England, the old home of some of the first settlers.",Ontario,English
283,283,Dauphin,"Dauphin: lake, river and town in Manitoba. One of the younger Verendryes founded Fort Dauphin
    on the shores of the lake in 1741. He named it after the
    then Dauphin of France, the title of the King’s eldest son.
    The name was attached later to the lake and river.",Manitoba,French
284,284,Davis,"Davis: strait connecting Baffin Bay with the Atlantic
    Ocean. It was named after the navigator, John Davis, 1554-1605.
    He ranks with Gilbert and Raleigh among the
    Arctic explorers of Queen Elizabeth’s reign. The three
    grew up in the same Devonian neighbourhood. Davis not
    only discovered the strait which bears his name but also
    the Falkland islands while seeking a passage through the
    strait now called Magellan. [79]",Unknown,English
285,285,Dawn,"Dawn: township in Lambton county, Ontario, organized
    in 1830. The origin of the name is uncertain. Some freed
    slaves from Virginia settled there and it has been suggested
    that the name came from their Dawn of Liberty.",Ontario,Unknown
286,286,Dawson,"Dawson: the capital city of the Yukon Territory. It was named in honour of George M. Dawson, C.M.G.,
    sometime director of the Geological Survey of Canada,
    and explorer of the Stikine, Dease, Francis, Pelly and
    Lewis Rivers of the Yukon. Dawson is also the name of a township in Manitoulin
    district, Ontario. It was named in honour of Simon James Dawson, C.E.,
    who was born in Scotland and came to Canada when a
    youth. He was employed by the Government to direct the
    construction of public highways, including the Dawson
    route to the Red River, 1868-’70. In 1875 Mr. Dawson
    was elected to the Ontario Legislature for Algoma. From
    1878 to 1890 he was a member of the House of Commons
    for the same constituency. Mr. Dawson did much to
    encourage colonization in unoccupied districts by his
    policy of good roads.",Yukon,English
287,287,Deacon,"Deacon: township in Nipissing district, Ontario,
    formed in 1886. It was named after Thomas Deacon who represented
    North Renfrew in the Ontario Legislature, 1871-’79. Mr.
    Deacon was a member of the legal profession and was
    appointed judge of Renfrew county in 1895.",Ontario,English
288,288,Dease,"Dease: lake and river in the Cassiar district, B.C., and
    of a river and bay in Mackenzie district. They are named after Peter Warren Dease, at one
    time chief factor of New Caledonia (together with Vancouver
    Island named British Columbia by Queen Victoria[80] in 1868) for the Hudson’s Bay Company. He accompanied
    Franklin on his expedition of 1825-’27.",British Columbia,English
289,289,Delaware,"Delaware: township in Middlesex county, Ontario,
    erected in 1798. It was named after an Indian tribe who removed from
    the United States and settled on the Thames River in
    Upper Canada. The name comes from Lord De la Warr
    or Warre, Governor of the English colony of Virginia
    in the early years of the 17th century.",Ontario,English
290,290,Delta,"Delta: picturesque village in Leeds county, Ontario. The first name of this place was Stevenstown after
    Stevens, the first settler here. When a stone flour-mill
    was built about 1812—the first in the county—the name
    was changed to Stone Mill. Later this name gave way to
    Beverley after the late Chief-Justice Sir John Beverley
    Robinson. About 1886 the present name of Delta was
    adopted. A river or creek (mill) one mile long connects upper
    and lower Beverley Lakes. The village is situated on an
    island at the mouth of the upper lake and source of the
    lower lake, hence its name, Delta. See Beverley. This name (delta) is given to land (alluvial deposits)
    of a triangular shape resembling the Greek capital letter
    Δ [Greek: D], formed at the mouth or mouths of rivers. The most historic and most pronounced delta is that of
    the Nile. It was here that the term was first applied
    geographically. It is not only appropriately named in this
    instance but is distinguished by being the only village
    called Delta in the British Empire Gazeteers.",Ontario,Other European
291,291,Denbigh,"Denbigh: township in Addington county, Ontario,
    formed in 1859. It was named after Denbighshire in Wales, which has
    large iron and coal mines. The town of Denbigh was[81] granted to one Hugh Lacy, Earl of Lincoln, by King
    Edward I. He erected a fine castle in the town and surrounded
    it by a wall for defensive purposes.",Ontario,Welsh
292,292,Derby,"Derby: township in Grey county, Ontario, was organized
    in 1842. It was named in honour of the Earl of Derby of the
    period. The title was taken from the city of Derby in
    Derbyshire, England. It is an enterprising city situated
    on the Derwent River. The name is probably derived
    from the British word dur, meaning water, and Anglo-Saxon by, a village or town.",Ontario,English
293,293,De Rottenburg,"De Rottenburg: island, Brock group, St. Lawrence
    River. It was named after Major-General Francis, Baron de
    Rottenburg, in command of troops in Upper Canada in
    1813. He was administrator of the government of Upper
    Canada, 1813-’14.",Unknown,Other European
294,294,De Salaberry,"De Salaberry: island, St. Lawrence River, Beauharnois
    district, Quebec. It was named after Colonel De Salaberry, a distinguished
    Canadian officer of French extraction, war of
    1812-’14. (See Chateauguay.)",Quebec,French
295,295,Detroit,"Detroit: river connecting Lake St. Clair with Lake
    Erie. It was named by early French explorers. The word
    means narrows or strait.",Unknown,French
296,296,Devine,"Devine: township in Nipissing district, Ontario, surveyed
    in 1884. It was named in honour of Thomas Devine, P.L.S.,
    who entered the Department of Crown Lands, Upper Canada,
    in 1846. He became Deputy Surveyor-General in
    1872. During his service he brought out many valuable
    maps of Canada. After thirty-three years of service Mr.[82] Devine retired in 1879. His work was recognized by the
    Royal Geographic Society of London which elected him a
    Fellow. He died in Montreal in 1888.",Ontario,English
297,297,Diamond,"Diamond: bold promontory around which the romantic
    city of Quebec nestles. This mountain eminence is
    crowned by battlements, Canada’s Gibraltar. Taken all
    in all it is the most alluring and historic spot in the
    Dominion. “Cape Diamond abounds with very fine specimens of quartz, or
        rock-crystals, generally pentagons. I have, myself, in walking on
        the banks of the river at the foot of the rocks, found many of them.
        They are discovered from the brilliancy of their reflecting surfaces:
        they sparkle like the diamond, and hence the place had its name.” —Gray’s Canada.",Quebec,English
298,298,Dickens,"Dickens: township in Nipissing district, Ontario. It
    was organized in 1894. This township was named in honour of Charles
    Dickens, the English novelist, 1812-’70. Owing to straitened
    circumstances his father lived for a time in one of
    the poorer districts of London. The youth’s keen observation
    of the people about him here furnished him with
    the characters so realistically described in his novels.
    While a reporter on the Morning Chronicle his “Sketches
    by Boz” brought him into public notice. Dickens’ novels have been read almost universally.
    Their animation, drollery, and pathos make them compellingly
    popular. Queen Victoria offered him a baronetcy.
    At his death he was buried in the Poets’ Corner of Westminster
    Abbey.",Ontario,English
299,299,Dickson,"Dickson: township in Nipissing district, Ontario,
    formed in 1888. [83] It was named after James Dickson, P.L.S., who was
    born in Scotland, 1834, and came to Upper Canada in his
    youth. He surveyed much unorganized territory for the
    Ontario Government. Mr. Dickson was employed in the
    formation of Algonquin Park, and was appointed one of
    the Park Commissioners.",Ontario,Scottish
300,300,Digby,"Digby: county and town in Nova Scotia. They are named after the Honourable Robert Digby,
    British Admiral, who had charge of the transportation
    of U.E. Loyalists to this district in 1783. Digby is also the name of a township in Victoria
    county, Ontario, erected in 1860. It was named in
    honour of Captain Digby who won high commendation
    for his part in the swift and orderly embarkation of the
    British Army after the battle of Corunna. The Digbys
    have rendered much civil and naval service to the Empire
    for several centuries. The family seat is at Sherbourne
    in Dorsetshire, England.",Nova Scotia,English
301,301,Don,"Don: river flowing into Lake Ontario, York county,
    Ontario. The name was given by Lieut.-Governor Simcoe and
    was suggested by his wife after the Don river in England.
    The Indian name was Wonscoteonach, meaning “back
    burnt lands”, that is, the river flowing down from the
    back burnt country. The term was descriptive, referring
    probably to Poplar Plains to the north, often swept by
    casual fires in the woods.",Ontario,English
302,302,D'or,"D’or: cape, Cumberland county, Nova Scotia. It was so called by early French explorers who mistook
    native copper for gold. Cap d’Or signifies in English
    “Cape of gold”.",Nova Scotia,French
303,303,Dorchester,"Dorchester: county in Quebec, and a township in
    Elgin county, Ontario, formed in 1798. [84] They were named in honour of Sir Guy Carleton, Lord
    Dorchester, Governor-General of Canada from 1786 to
    1796. The title is taken from the town of Dorchester of
    picturesque scenery in Dorsetshire, England.",Quebec,English
304,304,Douai,"Douai: mountain 10,200 feet high, Rockies, Alberta
    and British Columbia. It was named after the fortified town of Douai in
    north-eastern France, in commemoration of its occupation
    on October 18, 1918, by Canadian troops in conjunction
    with the Allies.",Alberta,French
305,305,Douglas,"Douglas: mountain 11,017 feet high, headwaters of
    Red Deer River, Rocky Mountains, Alberta. It was named after David Douglas, Scottish botanist,
    who crossed the Rockies in 1827. It is also the name of a
    mount north of Victoria city, B.C. This elevation was
    named in honour of Sir James Douglas, Hudson’s Bay
    Company, Governor of Vancouver Island, 1851-’58, Crown
    Governor of British Columbia, 1858-’64. Sir James gave
    the mount and surrounding district to the city of Victoria.",Alberta,Scottish
306,306,Douro,"Douro: township in Peterborough county, Ontario,
    constituted in 1821. It was named in honour of Arthur Wellesley, Duke of
    Wellington, England’s greatest military leader. In 1808
    he received chief command of the Peninsular army in
    Portugal and drove Marshal Soult out of that country.
    Wellesley’s brilliant success over the French at the Douro
    River won for him the title, Baron Douro.",Ontario,English
307,307,Dover,"Dover: township in Kent county, Ontario, erected in
    1794. It took its name from Dover, a seaport in Kent county,
    England (for an allied meaning of this term, see Port
    Dover.) The name is British in origin, meaning “a steep[85] place”. It possesses a strong fortress and extensive barracks,
    both of ancient date. Dover is now a favourite
    watering-place during the bathing season.",Ontario,English
308,308,Downie,"Downie: township in Perth county, Ontario, organized
    in 1830. It was named in honour of Mr. Robert Downie, M.P.,
    one of the projectors of the Canada Land Company. Downie is also the name of an island, Navy group, St.
    Lawrence River, Leeds county, Ontario. It was named after Commodore George Downie, R.N.,
    who was killed in action on Lake Champlain, September
    11, 1814.",Ontario,Scottish
309,309,Dresden,"Dresden: flourishing town in Kent county, Ontario,
    twelve miles north of Chatham. This town took its name from Dresden, capital city of
    Saxony in Germany. The old Saxon city is a centre of
    art. Hardly any place in the world has such a valuable
    collection of paintings and sculpture. In an old cemetery near the Canadian Dresden stands
    a monument which was erected years ago over the grave
    of Rev. Josiah Henson, the man after whom Harriet
    Beecher Stowe modelled the hero character of her immortal
    “Uncle Tom’s Cabin”.",Ontario,Other European
310,310,Drumbo,"Drumbo: village in Oxford county, Ontario. It took its name from Drumbo, County Down, Ireland.
    The word is Gaelic Celtic, meaning “a hill ridge like a
    beast’s back”.",Ontario,Irish
311,311,Drummond,"Drummond: county in Quebec, and township in
    Lanark county, Ontario, formed in 1816. They are named in honour of General Sir Gordon
    Drummond, 1771-1854. He came to Canada in 1813 as
    second in command to Sir George Prevost. General Drummond
    distinguished himself at the battle of Lundy’s Lane[86] where he was severely wounded. When Sir George
    Prevost was called home in 1814 Drummond succeeded
    him as Commander of the forces and Administrator pro
    tem, of the Government of the Canadas, a position he
    held until the arrival in 1816 of Governor Sir John Coape
    Sherbrooke.",Quebec,Scottish
312,312,Dudley,"Dudley: township in Haliburton district, Ontario,
    erected in 1860. It was probably named after the town of Dudley in
    Worcestershire, England. This town possesses the ruins
    of an historic castle said to have been erected in the 8th
    century by Dudo, a Saxon chief, hence the origin of the
    name. When Queen Mary came to the throne this castle
    was the property of a notable character, John of Dudley,
    Earl of Warbeck and Duke of Northumberland. His son,
    Lord Guildford Dudley, married the accomplished Lady
    Jane Grey.",Ontario,English
313,313,Duff,"Duff: mountain 7,170 feet high, on the international
    boundary, British Columbia and Alaska. It was named after the Right Honourable Mr. Justice
    Duff, of the Supreme Court of Canada, junior counsel
    before the Alaskan Boundary Tribunal, 1903.",British Columbia,Scottish
