,index,Unnamed: 0.2,CGNDB ID,place_name,ISO Language Code,language,Syllabic Form,term,category,Concise Code,Toponymic Feature ID,lat,long,Location,province,relevance,Decision Date,Source,Unnamed: 0.1,Unnamed: 0,description,etymology,merge_type,source,predicted_etymology
1354,1354,18111.0,IAOZV,Turner Valley,und,Undetermined,,Locality,Populated Place,UNP,0cffd14f849c20c3cee7e006997c8fae,51.5061112,-114.6113889,27-29-5-W5,Alberta,250000.0,12/31/1974,AB-Ministry of Culture and Status of Women,,,,Scottish,fuzzy,Armstrong (1930),
1355,1355,18125.0,FDBKM,Walkerton,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0d03edb0849c20c31d04777332303f8d,44.43639,-75.94543,Leeds,Ontario,250000.0,12/31/1962,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1356,1356,18142.0,FDBMX,Waubamik,ojg,"Eastern Ojibwe, Nishnaabemwin",,Dispersed Rural Community,Populated Place,UNP,719b2d8ec6cd11d892e2080020a0f4c9,45.45123,-80.01843,Parry Sound,Ontario,250000.0,3/7/1951,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database,
1357,1357,18143.0,FDZDU,Waubaushene,ojg,"Eastern Ojibwe, Nishnaabemwin",,Suburban Community,Populated Place,UNP,0d0466e6849c20c363694564d6ec3d0e,44.7541667,-79.7113889,Simcoe,Ontario,250000.0,7/6/1932,Ontario-Ministry of Natural Resources and Forestry,1063.0,1063.0,"Waubaushene: village on Coldwater Bay, Simcoe
    county, Ontario. [298] The word is Algonquin Indian, waubau, “narrows”,
    and shene, “the place of”. Here is the narrowest channel
    of the bay. Another English translation is “the meeting
    of the rocks”. Both significations embody the same idea.",Indigenous,exact,Canadian Geographic Names Database,
1358,1358,18144.0,FDBNE,Waubuno,mis,Uncoded languages,,Dispersed Rural Community,Populated Place,UNP,0c54b1fd849c20c38d6b30c639440c57,42.78793,-82.32857,Lambton,Ontario,250000.0,5/4/1950,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database,
1359,1359,18149.0,FDBNR,Waupoos East,ojg,"Eastern Ojibwe, Nishnaabemwin",,Dispersed Rural Community,Populated Place,UNP,0c54b4d0849c20c3486fec0c7b16866b,44.01955,-76.96205,Prince Edward,Ontario,250000.0,2/7/1951,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database,
1360,1360,18150.0,FDBNS,Waupoos Island,ojg,"Eastern Ojibwe, Nishnaabemwin",,Dispersed Rural Community,Populated Place,UNP,0c54b459849c20c32ab0dd1730fceece,43.9952777,-76.9788889,Prince Edward,Ontario,250000.0,6/21/1965,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database,
1361,1361,18178.0,JBXIF,Weewanie,has,"x?áislak?ala, x?enaksik?ala (Haisla)",,Locality,Populated Place,UNP,0ca4002d849c20c3e2ef67cf3f9c4d02,53.691666,-128.790277,Range 4 Coast Land District,British Columbia,250000.0,5/31/1982,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database,
1362,1362,18186.0,GBDNA,Wekusko,cre,Cree,,Community,Populated Place,UNP,a170bca7bef311d892e2080020a0f4c9,54.503333,-99.751111,1-64-16-W,Manitoba,250000.0,3/31/1994,MB-Natural Resources and Northern Development,,,,Indigenous,exact,Canadian Geographic Names Database,
1363,1363,18187.0,EPIBA,Wekwagam,alq,Algonquin,,Named Locality,Populated Place,UNP,0cc9d1e8849c20c3d7f0ac58ee7165ac,47.818611,-77.3325,Réservoir-Dozois; La Vallée-de-l'Or,Quebec,250000.0,4/25/1990,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database,
1364,1364,18198.0,FDBZG,Welland,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c54e8da849c20c3f657c9bbb11c5971,44.3438889,-77.6338889,Hastings,Ontario,250000.0,11/3/1932,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1365,1365,18220.0,FDCCI,Wellesley,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c54f682849c20c3b319279c4a92bc81,44.0042,-80.41985,Dufferin,Ontario,250000.0,8/4/1960,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1366,1366,18264.0,FEDAM,Flamborough,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,7d76ea20c6cd11d892e2080020a0f4c9,43.2716667,-80.0158333,Wentworth,Ontario,250000.0,7/7/1949,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1367,1367,18265.0,FDCJN,Fort William,und,Undetermined,,Urban Community,Populated Place,UNP,0c550e9e849c20c3b49a77d0cca87f24,48.36735,-89.30215,Thunder Bay,Ontario,250000.0,7/3/1974,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930),
1368,1368,18270.0,FDCKD,Gravenhurst,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c5510a4849c20c3fc13c664db56aead,44.9297222,-79.4122222,Muskoka,Ontario,250000.0,7/6/1932,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1369,1369,18291.0,FDCMZ,McGillivray,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c551c83849c20c37a27d5bf1ed6e498,43.20145,-81.57986,Middlesex,Ontario,250000.0,5/4/1950,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930),
1370,1370,18342.0,FDCJL,Watford,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c550e5d849c20c33a030bedd32f3505,44.0444445,-81.3863889,Bruce,Ontario,250000.0,12/7/1945,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1371,1371,18346.0,FDCNL,Westminster,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,7221749bc6cd11d892e2080020a0f4c9,45.46687,-75.00375,Prescott,Ontario,250000.0,12/31/1974,Ontario-Ministry of Natural Resources and Forestry,1071.0,1071.0,"Westminster: township in Middlesex county, Ontario,
    organized in 1798. It was named after the ancient city of Westminster,
    London, England. Its chief ornament is the Abbey[300] famous as the coronation place of the Empire’s Sovereigns
    and the last resting-place of many of its noblest
    dead. The first church was built on this site in the
    seventh century by Sebert, King of the East Saxons. In
    1065 the first stone church was erected there by Edward
    the Confessor. A part of it, the Pyx-House, still remains.",English,exact,Armstrong (1930),
1372,1372,18363.0,HAABH,Weyakwin,cwd,"n?hithaw?win, Woodland Cree",,Northern Hamlet,Populated Place,HAM,472dd1a0c6cd11d892e2080020a0f4c9,54.4272556,-105.7886028,,Saskatchewan,250000.0,5/29/1985,"Saskatchewan-Ministry of Parks, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database,
1373,1373,18384.0,FDCYL,White,und,Undetermined,,Railway Point,Populated Place,UNP,0c554f7a849c20c3205753379a6b0e6a,49.899538,-95.095299,Kenora,Ontario,250000.0,3/13/1947,Ontario-Ministry of Natural Resources and Forestry,1077.0,1077.0,"White: township in Nipissing district, Ontario, surveyed
    and named in 1887. It was named in honour of Mr. Aubrey White, at that
    time Assistant Commissioner of Crown Lands in the
    Ontario Government.",English,exact,Armstrong (1930),
1374,1374,18410.0,FDCZK,Whitchurch,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0d7437a3d05411d892e2080020a0f4c9,43.91878,-81.40437,Bruce,Ontario,250000.0,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1375,1375,18419.0,FDDIA,White,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c557c13849c20c3fd4f678f9c66de9c,42.7219444,-81.1997222,Elgin,Ontario,250000.0,5/4/1948,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1376,1376,18450.0,JBNIT,Whonnock,hur,Halkomelem,,Community,Populated Place,UNP,e1fd2a72c6cd11d892e2080020a0f4c9,49.1830556,-122.4677778,New Westminster Land District,British Columbia,250000.0,3/15/1983,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database,
1377,1377,18452.0,CBOUL,Whycocomagh Portage,mic,"Mikmaw, Migmaw",,Community,Populated Place,UNP,d284a22baff711d892e2080020a0f4c9,45.949704,-61.006519,Inverness,Nova Scotia,250000.0,6/26/2007,Nova Scotia-Department of Internal Services,,,,Indigenous,exact,Canadian Geographic Names Database,
1378,1378,18457.0,FDDNJ,Wicklow,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c55a3db849c20c39b65ccda1b468bfb,43.9994445,-77.975,Northumberland,Ontario,250000.0,3/1/1932,Ontario-Ministry of Natural Resources and Forestry,1079.0,1079.0,"Wicklow: township in Hastings county, Ontario,
    organized in 1857. It took its name from the county of Wicklow, county
    town of the same name, Ireland.",Irish,exact,Armstrong (1930),
1379,1379,18481.0,FDDVO,Wilson,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c55d3e5849c20c333ad0c6e60545aaa,44.5413889,-76.8138889,Frontenac,Ontario,250000.0,12/12/1939,Ontario-Ministry of Natural Resources and Forestry,,,,Scottish,fuzzy,Armstrong (1930),
1380,1380,18493.0,FDDXS,Williams,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c55de80849c20c369502ce675c54963,45.41205,-79.16996,Muskoka,Ontario,250000.0,11/6/1958,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1381,1381,18495.0,FDDXU,Williamstown,und,Undetermined,,Compact Rural Community,Populated Place,UNP,72dbc3fcc6cd11d892e2080020a0f4c9,45.1469444,-74.58,Glengarry,Ontario,250000.0,12/31/1974,Ontario-Ministry of Natural Resources and Forestry,1084.0,1084.0,"Williamstown: historic and picturesque village on the
    River Raisin in Glengarry county, Ontario. Along the
    banks of this river, wild grapes grew in abundance and
    for this reason the French voyageurs named it “Rivière
    aux Raisins”. This settlement was founded by Sir John Johnson who
    was granted a tract of land here by King George III. He
    called the place Williamstown in honour of his father,
    Sir William Johnson. Both gave distinguished service in
    aid of the lost cause of the U.E. Loyalists. [303] In early days several men who achieved notable
    distinction had their homes in this town. Among them
    were Simon Fraser, David Thompson and Sir Alexander
    Mackenzie, each of whose names are forever embalmed
    in the nomenclature of great rivers of Canada.",English,exact,Armstrong (1930),
1382,1382,18523.0,FDEBC,Wilson,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c55ef3b849c20c3fd79aa53274c04ca,45.11968,-77.09378,Renfrew,Ontario,250000.0,3/2/1948,Ontario-Ministry of Natural Resources and Forestry,1087.0,1087.0,"Wilson: township in Parry Sound district, Ontario,
    instituted in 1877. It was named in honour of Chief-Justice Sir Adam
    Wilson, 1814-’91. He came to Toronto from Scotland in
    1830 and studied law in Hon. Robert Baldwin’s office. In
    1859 Mr. Wilson was elected to the Canadian Assembly
    from North York and was Solicitor-General for a time
    before going on the Bench in 1863.",Scottish,exact,Armstrong (1930),
1383,1383,18533.0,FDEDL,Milton,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c55f953849c20c30d7bf4441f159098,44.3258333,-76.7211111,Lennox and Addington,Ontario,250000.0,9/7/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1384,1384,18536.0,EKTZJ,Wimin Nipi Sipis,nsk,Naskapi,,Named Locality,Populated Place,UNP,5b812acad1e411d892e2080020a0f4c9,57.4925,-69.4511111,Rivière-Koksoak; Nord-du-Québec,Quebec,250000.0,1/17/1985,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database,
1385,1385,18538.0,FDEDZ,Winchester,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c55fb93849c20c3a564735bd6a7fcc6,43.33669,-81.37708,Huron,Ontario,250000.0,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1386,1386,18545.0,EINCY,Windigo,alq,Algonquin,,Hamlet,Populated Place,UNP,f76b7a33bf0411d892e2080020a0f4c9,47.77136,-73.335605,La Tuque; Mauricie,Quebec,250000.0,12/5/1968,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database,
1387,1387,18591.0,HAUSP,Witchekan,cwd,"n?hithaw?win, Woodland Cree",,Locality,Populated Place,UNP,252a6193c6be11d892e2080020a0f4c9,53.498072,-107.554125,16-52-11-W3,Saskatchewan,250000.0,10/4/1956,"Saskatchewan-Ministry of Parks, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database,
1388,1388,18596.0,HANMB,Wiwa Hill,cre,Cree,,Locality,Populated Place,UNP,0c2f2ce0849c20c3d48f13279de4613c,50.076846,-106.664525,18-13-5-W3,Saskatchewan,250000.0,11/2/1956,"Saskatchewan-Ministry of Parks, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database,
1389,1389,18597.0,FDEPI,Woodhouse,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c562d39849c20c38d198860d53b5543,44.38377,-80.57105,Grey,Ontario,250000.0,4/16/1945,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1390,1390,18626.0,FDEYF,Wolford,und,Undetermined,,Compact Rural Community,Populated Place,UNP,0c564f58849c20c3cf4e6a56a6ffc359,44.59289,-80.74322,Grey,Ontario,250000.0,6/2/1950,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1391,1391,18649.0,FDFBM,Woodhouse,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c5659ce849c20c35a66113f010e5a10,43.9594444,-77.1647222,Prince Edward,Ontario,250000.0,3/1/1932,Ontario-Ministry of Natural Resources and Forestry,,,,English,fuzzy,Armstrong (1930),
1392,1392,18652.0,FDFBW,Woods,und,Undetermined,,Locality,Populated Place,UNP,0d05ef8c849c20c34e3a6f92c7e17862,45.4786111,-80.2063889,Parry Sound,Ontario,250000.0,10/28/1994,Ontario-Ministry of Natural Resources and Forestry,1100.0,1100.0,"Woods: lake, south-west of Ontario, bordering on
    Manitoba and Minnesota. It is extremely irregular in
    shape and contains many islands. This lake collects the[308] waters of many rivers and discharges them by the
    Winnipeg River into Lake Winnipeg. The first French explorers of this district found the
    islands of the lake so thickly covered with trees that they
    called it Lac des Bois, Lake of the Woods. During the year 1736 one of the sons of the enthusiastic
    explorer, Pierre Gauthier de Varennes, Sieur de la
    Vérendrye, a Jesuit Priest named Père Aulneau and
    twenty companions and guides, were massacred on one
    of these islands by Sioux Indians. A memorial chapel
    has been erected on it to which the Geographic Board of
    Canada has given the name of Massacre Island.",English,exact,Armstrong (1930),
1393,1393,18685.0,FDFMR,Wroxeter,und,Undetermined,,Police Village,Populated Place,UNP,0c5674b5849c20c3361ab3ff27ca01a8,43.8652778,-81.1486111,Huron,Ontario,250000.0,7/6/1950,Ontario-Ministry of Natural Resources and Forestry,1104.0,1104.0,"Wroxeter: town in Huron county, Ontario. It is named after Wroxeter in Shropshire, England. The word is derived from old English, Wrocn’s ceaster “Wrocn’s camp”.",English,exact,Armstrong (1930),
1394,1394,18687.0,FEAMB,Wyandot,wdt,Wendat,,Dispersed Rural Community,Populated Place,UNP,8d137c84c6be11d892e2080020a0f4c9,43.7269444,-80.7741666,Wellington,Ontario,250000.0,1/28/1978,Ontario-Ministry of Natural Resources and Forestry,,,,Indigenous,exact,Canadian Geographic Names Database,
1395,1395,18703.0,JCJVS,Yaculta,mis,Uncoded languages,,Community,Populated Place,UNP,170006f6c6ce11d892e2080020a0f4c9,50.0202778,-125.1963889,Sayward Land District,British Columbia,250000.0,6/15/1982,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database,
1396,1396,18707.0,CBPIC,Yarmouth,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,2fe66cf8aff811d892e2080020a0f4c9,43.81848,-66.147683,Yarmouth,Nova Scotia,250000.0,3/5/1929,Nova Scotia-Department of Internal Services,,,,English,fuzzy,Armstrong (1930),
1397,1397,18709.0,IAADE,Oates,und,Undetermined,,Locality,Populated Place,UNP,0c8293f5849c20c32ab115110ff11f51,53.6277778,-116.3219444,32-53-16-W5,Alberta,250000.0,12/31/1928,AB-Ministry of Culture and Status of Women,,,,English,fuzzy,Armstrong (1930),
1398,1398,18720.0,FDFUD,Yeovil,und,Undetermined,,Dispersed Rural Community,Populated Place,UNP,0c569931849c20c3e90978eeae57395a,44.0777778,-80.6869445,Grey,Ontario,250000.0,12/7/1944,Ontario-Ministry of Natural Resources and Forestry,1110.0,1110.0,"Yeovil: village in Grey county, Ontario. It is named after the borough of Yeovil in Somerset,
    England. The word is derived from yew and village, “the
    yew village”.",English,exact,Armstrong (1930),
1399,1399,18742.0,JBTCT,Yuquot,nuk,Nuu-chah-nulth,,Community,Populated Place,UNP,0cfbffe5849c20c3a76a30ef18e8c829,49.5997222,-126.6180556,Nootka Land District,British Columbia,250000.0,3/2/1950,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database,
1400,1400,18766.0,JDMQG,ts'u?w'um,sec,she shashishalhem,,Community,Populated Place,UNP,f1d198d1c6cd11d892e2080020a0f4c9,49.4469444,-123.7122222,New Westminster Land District,British Columbia,250000.0,3/25/2021,"British Columbia-Tourism, Arts, Culture and Sport",,,,Indigenous,exact,Canadian Geographic Names Database,
1401,1401,18767.0,KBADM,Asheyi,tce,"Dän K?è, Southern Tutchone",,Locality,Populated Place,UNP,24e95061d05411d892e2080020a0f4c9,61.5977776,-137.5063888,,Yukon,250000.0,3/18/2010,Yukon-Department of Tourism and Culture,,,,Indigenous,exact,Canadian Geographic Names Database,
1402,1402,18771.0,EGHQI,Etamamiou,moe,Innu,,Hamlet,Populated Place,UNP,ab8151e5be1111d892e2080020a0f4c9,50.268091,-59.970138,Côte-Nord-du-Golfe-du-Saint-Laurent; Le Golfe-du-Saint-Laurent,Quebec,250000.0,12/5/1968,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database,
1403,1403,18772.0,EPIAU,Obacigwatikokak,alq,Algonquin,,Named Locality,Populated Place,UNP,ca29fc4fd1e311d892e2080020a0f4c9,47.570556,-77.5275,Les Lacs-du-Témiscamingue; Témiscamingue,Quebec,250000.0,4/25/1990,Quebec-Commission de Toponymie,,,,Indigenous,exact,Canadian Geographic Names Database,
1404,2,,,Fredericton,,,,,,,,45.945278,-66.666667,,,,,,,,,English,,Predicted,English
1405,5,,,Ottawa,,,,,,,,45.33339,-75.58429,,,,,,,,,Indigenous,,Predicted,Indigenous
1406,6,,,Québec,,,,,,,,46.813819,-71.207997,,,,,,,,,Indigenous,,Predicted,Indigenous
1407,8,,,St. John's,,,,,,,,47.482197,-52.797069,,,,,,,,,English,,Predicted,English
1408,11,,,Whitehorse,,,,,,,,60.7242144,-135.0560981,,,,,,,,,English,,Predicted,English
1409,13,,,Yellowknife,,,,,,,,62.4536,-114.37,,,,,,,,,Indigenous,,Predicted,Indigenous
1410,14,,,Alert,,,,,,,,82.5,-62.366667,,,,,,,,,English,,Predicted,English
1411,16,,,Bathurst,,,,,,,,47.626111,-65.628333,,,,,,,,,English,,Predicted,English
1412,19,,,Cambridge Bay,,,,,,,,69.113889,-105.05278,,,,,,,,,English,,Predicted,English
1413,20,,,Channel-Port aux Basques,,,,,,,,47.5955806,-59.1352917,,,,,,,,,French,,Predicted,French
1414,22,,,Churchill,,,,,,,,58.780833,-94.186944,,,,,,,,,English,,Predicted,English
1415,23,,,Corner Brook,,,,,,,,48.941111,-57.970278,,,,,,,,,English,,Predicted,English
1416,24,,,Cranbrook,,,,,,,,49.508056,-115.746944,,,,,,,,,English,,Predicted,English
1417,27,,,Drummondville,,,,,,,,45.880577,-72.484058,,,,,,,,,English,,Predicted,English
1418,29,,,Faro,,,,,,,,62.2263889,-133.3558333,,,,,,,,,Other European,,Predicted,Other European
1419,31,,,Flin Flon,,,,,,,,54.766735,-101.867054,,,,,,,,,English,,Predicted,English
1420,32,,,Fort McMurray,,,,,,,,56.6963889,-111.3608333,,,,,,,,,Scottish,,Predicted,Scottish
1421,33,,,Fort Nelson,,,,,,,,58.805555,-122.697222,,,,,,,,,English,,Predicted,English
1422,34,,,Fort Simpson,,,,,,,,61.8609,-121.3527,,,,,,,,,English,,Predicted,English
1423,35,,,Fort Smith,,,,,,,,60.0053,-111.8829,,,,,,,,,English,,Predicted,English
1424,36,,,Fort St. John,,,,,,,,56.2525,-120.846667,,,,,,,,,English,,Predicted,English
1425,37,,,Gander,,,,,,,,48.957189,-54.588561,,,,,,,,,English,,Predicted,English
1426,38,,,Gaspé,,,,,,,,48.824618,-64.476254,,,,,,,,,French,,Predicted,French
1427,39,,,Grande Prairie,,,,,,,,55.1708334,-118.7961111,,,,,,,,,French,,Predicted,French
1428,41,,,Happy Valley - Goose Bay,,,,,,,,53.341739,-60.448803,,,,,,,,,French,,Predicted,French
1429,42,,,Hay River,,,,,,,,60.8097,-115.7898,,,,,,,,,English,,Predicted,English
1430,43,,,High Level,,,,,,,,58.5180555,-117.1288889,,,,,,,,,English,,Predicted,English
1431,44,,,Hinton,,,,,,,,53.4111111,-117.5627778,,,,,,,,,English,,Predicted,English
1432,54,,,La Ronge,,,,,,,,55.1178856,-105.290525,,,,,,,,,French,,Predicted,French
1433,55,,,Labrador City,,,,,,,,52.9605694,-66.9365973,,,,,,,,,Other European,,Predicted,Other European
1434,57,,,Lloydminster,,,,,,,,53.2779556,-109.9802528,,,,,,,,,English,,Predicted,English
1435,60,,,Marathon,,,,,,,,48.71733,-86.38051,,,,,,,,,English,,Predicted,English
1436,61,,,Moncton,,,,,,,,46.099479,-64.799802,,,,,,,,,English,,Predicted,English
1437,62,,,Montréal,,,,,,,,45.508822,-73.554077,,,,,,,,,French,,Predicted,French
1438,63,,,Moosonee,,,,,,,,51.2736387,-80.6437654,,,,,,,,,Indigenous,,Predicted,Indigenous
1439,64,,,Nain,,,,,,,,56.536319,-61.718942,,,,,,,,,English,,Predicted,English
1440,65,,,Norman Wells,,,,,,,,65.2811,-126.8316,,,,,,,,,English,,Predicted,English
1441,66,,,Norway House,,,,,,,,53.990278,-97.815556,,,,,,,,,English,,Predicted,English
1442,67,,,Old Crow,,,,,,,,67.5686111,-139.8352778,,,,,,,,,English,,Predicted,English
1443,68,,,Pangnirtung,,,,,,,,66.144444,-65.715278,,,,,,,,,Indigenous,,Predicted,Indigenous
1444,69,,,Pond Inlet,,,,,,,,72.7,-77.9611,,,,,,,,,English,,Predicted,English
1445,70,,,Prince George,,,,,,,,53.913056,-122.745278,,,,,,,,,English,,Predicted,English
1446,71,,,Prince Rupert,,,,,,,,54.312778,-130.325278,,,,,,,,,English,,Predicted,English
1447,72,,,Rankin Inlet,,,,,,,,62.816667,-92.083333,,,,,,,,,Indigenous,,Predicted,Indigenous
1448,73,,,Red Deer,,,,,,,,52.2686111,-113.8102778,,,,,,,,,English,,Predicted,English
1449,74,,,Resolute,,,,,,,,74.695833,-94.829167,,,,,,,,,English,,Predicted,English
1450,77,,,Saint John,,,,,,,,45.259167,-66.038889,,,,,,,,,English,,Predicted,English
1451,80,,,Sept-Îles,,,,,,,,50.209655,-66.38518,,,,,,,,,French,,Predicted,French
1452,82,,,Swift Current,,,,,,,,50.2881611,-107.7938944,,,,,,,,,English,,Predicted,English
1453,83,,,Thompson,,,,,,,,55.743333,-97.855278,,,,,,,,,English,,Predicted,English
1454,84,,,Thunder Bay,,,,,,,,48.4013889,-89.2677778,,,,,,,,,English,,Predicted,English
1455,86,,,Val-d'Or,,,,,,,,48.102044,-77.789358,,,,,,,,,French,,Predicted,French
1456,88,,,Watson Lake,,,,,,,,60.0624374,-128.7068575,,,,,,,,,English,,Predicted,English
1457,89,,,Williams Lake,,,,,,,,52.129167,-122.14,,,,,,,,,English,,Predicted,English
1458,92,,,Yorkton,,,,,,,,51.213775,-102.4628806,,,,,,,,,English,,Predicted,English
1459,93,,,100 Mile House,,,,,,,,51.642778,-121.295556,,,,,,,,,English,,Predicted,English
1460,95,,,Abbotsford,,,,,,,,49.05,-122.28333,,,,,,,,,English,,Predicted,English
1461,96,,,Airdrie,,,,,,,,51.2922222,-114.0141667,,,,,,,,,Scottish,,Predicted,Scottish
1462,99,,,Alma,,,,,,,,48.549702,-71.653425,,,,,,,,,Other European,,Predicted,Other European
1463,100,,,Altona,,,,,,,,49.104722,-97.558889,,,,,,,,,Other European,,Predicted,Other European
1464,102,,,Amos,,,,,,,,48.564766,-78.11275,,,,,,,,,Other European,,Predicted,Other European
1465,104,,,Annapolis Royal,,,,,,,,44.743729,-65.518907,,,,,,,,,English,,Predicted,English
1466,106,,,Arborg,,,,,,,,50.907222,-97.216944,,,,,,,,,English,,Predicted,English
1467,107,,,Arctic Bay,,,,,,,,73.033333,-85.166667,,,,,,,,,English,,Predicted,English
1468,109,,,Armstrong,,,,,,,,50.304886,-89.041809,,,,,,,,,English,,Predicted,English
1469,111,,,Arviat,,,,,,,,61.108333,-94.058333,,,,,,,,,Scottish,,Predicted,Scottish
1470,112,,,Ashcroft,,,,,,,,50.721389,-121.283611,,,,,,,,,English,,Predicted,English
1471,113,,,Ashern,,,,,,,,51.182222,-98.345556,,,,,,,,,Scottish,,Predicted,Scottish
1472,114,,,Assiniboia,,,,,,,,49.6291139,-105.9886333,,,,,,,,,Indigenous,,Predicted,Indigenous
1473,115,,,Assumption,,,,,,,,58.6994444,-118.6872222,,,,,,,,,English,,Predicted,English
1474,116,,,Athabasca,,,,,,,,54.7166666,-113.2841667,,,,,,,,,Indigenous,,Predicted,Indigenous
1475,117,,,Atikokan,,,,,,,,48.7583334,-91.6133333,,,,,,,,,Indigenous,,Predicted,Indigenous
1476,119,,,Attawapiskat,,,,,,,,52.9225,-82.4252778,,,,,,,,,Indigenous,,Predicted,Indigenous
1477,121,,,Baie Verte,,,,,,,,49.9087083,-56.1946584,,,,,,,,,French,,Predicted,French
1478,122,,,Baie-Comeau,,,,,,,,49.220927,-68.149305,,,,,,,,,French,,Predicted,French
1479,123,,,Baie-Saint-Paul,,,,,,,,47.440649,-70.509461,,,,,,,,,French,,Predicted,French
1480,124,,,Baie-Trinité,,,,,,,,49.4219444,-67.3022222,,,,,,,,,French,,Predicted,French
1481,125,,,Baker Lake,,,,,,,,64.319444,-96.020833,,,,,,,,,English,,Predicted,English
1482,126,,,Bancroft,,,,,,,,45.0688889,-77.8688888,,,,,,,,,English,,Predicted,English
1483,127,,,Barrhead,,,,,,,,54.1216667,-114.4036111,,,,,,,,,English,,Predicted,English
1484,129,,,Barry's Bay,,,,,,,,45.48851,-77.68056,,,,,,,,,English,,Predicted,English
1485,130,,,Bathurst Inlet,,,,,,,,66.838889,-108.04861,,,,,,,,,English,,Predicted,English
1486,131,,,Bay Roberts,,,,,,,,47.5827278,-53.2932639,,,,,,,,,English,,Predicted,English
1487,132,,,Bearskin Lake,,,,,,,,53.92483,-90.96952,,,,,,,,,English,,Predicted,English
1488,133,,,Beausejour,,,,,,,,50.062222,-96.516111,,,,,,,,,French,,Predicted,French
1489,134,,,Beauval,,,,,,,,55.1407611,-107.6297056,,,,,,,,,French,,Predicted,French
1490,135,,,Beaver Creek,,,,,,,,62.3827778,-140.8797222,,,,,,,,,English,,Predicted,English
1491,136,,,Bella Bella,,,,,,,,52.161944,-128.145,,,,,,,,,French,,Predicted,French
1492,139,,,Berens River,,,,,,,,52.365278,-97.029167,,,,,,,,,English,,Predicted,English
